2024-07-25 11:14:50,894 - Dash is running on http://127.0.0.1:8050/

2024-07-25 11:14:54,294 - [INFO] Querying understanding...
2024-07-25 11:15:18,285 - [INFO] Fetching stk quote...
2024-07-25 11:15:29,289 - [INFO] Run backtest...
2024-07-25 11:15:29,391 - [INFO] date 163, asset 23, trade_value -5434.758199999997...
2024-07-25 11:15:29,391 - [INFO] date 163, asset 27, trade_value -890.0...
2024-07-25 11:15:29,392 - [INFO] date 163, asset 1, trade_value 2014.2418000000034
2024-07-25 11:15:29,392 - [INFO] date 163, asset 4, trade_value 7183.241800000003
2024-07-25 11:15:29,393 - [INFO] date 163, asset 10, trade_value 4097.241800000003
2024-07-25 11:15:29,393 - [INFO] date 163, asset 24, trade_value 3829.2418000000034
2024-07-25 11:15:29,393 - [INFO] date 163, asset 32, trade_value 3889.2418000000034
2024-07-25 11:15:29,394 - [WARNIG] date 163, asset 34: only have cash of 2813.656000000168, partial traded!
2024-07-25 11:15:29,394 - [INFO] date 163, asset 34, trade_value 2813.656000000168
2024-07-25 11:15:29,401 - [WARNIG] date 182, asset 1: only have position of 15700.0, partial traded!
2024-07-25 11:15:29,401 - [INFO] date 182, asset 1, trade_value -111470.0...
2024-07-25 11:15:29,401 - [WARNIG] date 182, asset 4: only have position of 25000.0, partial traded!
2024-07-25 11:15:29,402 - [INFO] date 182, asset 4, trade_value -112000.00000000001...
2024-07-25 11:15:29,402 - [INFO] date 182, asset 5, trade_value -5690.0...
2024-07-25 11:15:29,402 - [WARNIG] date 182, asset 7: only have position of 20200.0, partial traded!
2024-07-25 11:15:29,403 - [INFO] date 182, asset 7, trade_value -107868.0...
2024-07-25 11:15:29,403 - [INFO] date 182, asset 10, trade_value -107640.00000000001...
2024-07-25 11:15:29,403 - [INFO] date 182, asset 12, trade_value -1190.0...
2024-07-25 11:15:29,404 - [INFO] date 182, asset 15, trade_value -100300.0...
2024-07-25 11:15:29,404 - [INFO] date 182, asset 21, trade_value -108944.0...
2024-07-25 11:15:29,404 - [INFO] date 182, asset 23, trade_value -106540.0...
2024-07-25 11:15:29,405 - [INFO] date 182, asset 24, trade_value -117956.99999999999...
2024-07-25 11:15:29,405 - [INFO] date 182, asset 27, trade_value -877.9999999999999...
2024-07-25 11:15:29,405 - [INFO] date 182, asset 32, trade_value -103406.0...
2024-07-25 11:15:29,405 - [WARNIG] date 182, asset 34: only have position of 18400.0, partial traded!
2024-07-25 11:15:29,406 - [INFO] date 182, asset 34, trade_value -100648.0...
2024-07-25 11:15:29,406 - [INFO] date 182, asset 0, trade_value 108456.3266
2024-07-25 11:15:29,406 - [INFO] date 182, asset 9, trade_value 108456.3266
2024-07-25 11:15:29,406 - [INFO] date 182, asset 17, trade_value 108456.3266
2024-07-25 11:15:29,406 - [INFO] date 182, asset 28, trade_value 108456.3266
2024-07-25 11:15:29,407 - [INFO] date 182, asset 29, trade_value 108456.3266
2024-07-25 11:15:29,407 - [INFO] date 182, asset 35, trade_value 108456.3266
2024-07-25 11:15:29,407 - [INFO] date 182, asset 36, trade_value 108456.3266
2024-07-25 11:15:29,408 - [INFO] date 182, asset 37, trade_value 108456.3266
2024-07-25 11:15:29,408 - [INFO] date 182, asset 40, trade_value 108456.3266
2024-07-25 11:15:29,408 - [WARNIG] date 182, asset 41: only have cash of 107341.89400000016, partial traded!
2024-07-25 11:15:29,408 - [INFO] date 182, asset 41, trade_value 107341.89400000016
2024-07-25 11:15:29,415 - [INFO] date 200, asset 5, trade_value -5867.0...
2024-07-25 11:15:29,415 - [INFO] date 200, asset 9, trade_value -21615.65019999999...
2024-07-25 11:15:29,416 - [INFO] date 200, asset 35, trade_value -1421.6501999999891...
2024-07-25 11:15:29,416 - [INFO] date 200, asset 36, trade_value -9965.65019999999...
2024-07-25 11:15:29,417 - [INFO] date 200, asset 41, trade_value -455.6501999999746...
2024-07-25 11:15:29,417 - [INFO] date 200, asset 0, trade_value 417.3498000000109
2024-07-25 11:15:29,417 - [INFO] date 200, asset 17, trade_value 9459.34980000001
2024-07-25 11:15:29,418 - [INFO] date 200, asset 28, trade_value 5799.349800000011
2024-07-25 11:15:29,418 - [INFO] date 200, asset 29, trade_value 478.3498000000109
2024-07-25 11:15:29,418 - [INFO] date 200, asset 37, trade_value 12507.349800000025
2024-07-25 11:15:29,419 - [WARNIG] date 200, asset 40: only have cash of 3315.907000000163, partial traded!
2024-07-25 11:15:29,419 - [INFO] date 200, asset 40, trade_value 3315.907000000163
2024-07-25 11:15:29,426 - [INFO] date 222, asset 9, trade_value -3129.5092999999906...
2024-07-25 11:15:29,427 - [INFO] date 222, asset 17, trade_value -6163.509299999991...
2024-07-25 11:15:29,427 - [INFO] date 222, asset 29, trade_value -1095.5092999999906...
2024-07-25 11:15:29,428 - [INFO] date 222, asset 35, trade_value -13517.50929999999...
2024-07-25 11:15:29,428 - [INFO] date 222, asset 41, trade_value -2787.509300000005...
2024-07-25 11:15:29,428 - [INFO] date 222, asset 0, trade_value 7071.490700000009
2024-07-25 11:15:29,429 - [INFO] date 222, asset 28, trade_value 1373.4907000000094
2024-07-25 11:15:29,429 - [INFO] date 222, asset 36, trade_value 8083.490700000009
2024-07-25 11:15:29,429 - [WARNIG] date 222, asset 37: only have cash of 9970.232500000162, partial traded!
2024-07-25 11:15:29,429 - [INFO] date 222, asset 37, trade_value 9970.232500000162
2024-07-25 11:15:29,430 - [WARNIG] date 222, asset 40: only have cash of 345.4225000001625, partial traded!
2024-07-25 11:15:29,430 - [INFO] date 222, asset 40, trade_value 345.4225000001625
2024-07-25 11:15:29,437 - [INFO] date 243, asset 0, trade_value -120961.0...
2024-07-25 11:15:29,438 - [INFO] date 243, asset 5, trade_value -6558.0...
2024-07-25 11:15:29,438 - [INFO] date 243, asset 9, trade_value -119645.99999999999...
2024-07-25 11:15:29,438 - [INFO] date 243, asset 17, trade_value -130884.00000000001...
2024-07-25 11:15:29,439 - [INFO] date 243, asset 28, trade_value -116144.0...
2024-07-25 11:15:29,439 - [INFO] date 243, asset 35, trade_value -140940.0...
2024-07-25 11:15:29,439 - [INFO] date 243, asset 36, trade_value -119407.99999999999...
2024-07-25 11:15:29,439 - [INFO] date 243, asset 37, trade_value -112036.0...
2024-07-25 11:15:29,440 - [INFO] date 243, asset 40, trade_value -109188.0...
2024-07-25 11:15:29,440 - [INFO] date 243, asset 41, trade_value -111595.0...
2024-07-25 11:15:29,440 - [INFO] date 243, asset 2, trade_value 120339.74225000001
2024-07-25 11:15:29,440 - [INFO] date 243, asset 6, trade_value 120339.74225000001
2024-07-25 11:15:29,441 - [INFO] date 243, asset 7, trade_value 120339.74225000001
2024-07-25 11:15:29,441 - [INFO] date 243, asset 8, trade_value 120339.74225000001
2024-07-25 11:15:29,441 - [INFO] date 243, asset 13, trade_value 120339.74225000001
2024-07-25 11:15:29,442 - [INFO] date 243, asset 14, trade_value 120339.74225000001
2024-07-25 11:15:29,442 - [INFO] date 243, asset 22, trade_value 120339.74225000001
2024-07-25 11:15:29,442 - [INFO] date 243, asset 29, trade_value 4647.74225000001
2024-07-25 11:15:29,442 - [INFO] date 243, asset 31, trade_value 120339.74225000001
2024-07-25 11:15:29,443 - [WARNIG] date 243, asset 39: only have cash of 108590.5180000001, partial traded!
2024-07-25 11:15:29,443 - [INFO] date 243, asset 39, trade_value 108590.5180000001
2024-07-25 11:15:29,443 - [INFO] Backtest Done...
2024-07-25 11:16:39,922 - Dash is running on http://127.0.0.1:8050/

2024-07-25 11:16:42,724 - [INFO] Querying understanding...
2024-07-25 11:17:10,265 - [INFO] Fetching stk quote...
2024-07-25 11:17:21,875 - [INFO] Run backtest...
2024-07-25 11:17:21,889 - [INFO] date 21, asset 12, trade_value 100000.0
2024-07-25 11:17:21,889 - [INFO] date 21, asset 16, trade_value 100000.0
2024-07-25 11:17:21,890 - [INFO] date 21, asset 18, trade_value 100000.0
2024-07-25 11:17:21,890 - [INFO] date 21, asset 19, trade_value 100000.0
2024-07-25 11:17:21,890 - [INFO] date 21, asset 25, trade_value 100000.0
2024-07-25 11:17:21,890 - [INFO] date 21, asset 26, trade_value 100000.0
2024-07-25 11:17:21,891 - [INFO] date 21, asset 30, trade_value 100000.0
2024-07-25 11:17:21,891 - [INFO] date 21, asset 33, trade_value 100000.0
2024-07-25 11:17:21,891 - [INFO] date 21, asset 34, trade_value 100000.0
2024-07-25 11:17:21,892 - [INFO] date 21, asset 38, trade_value 100000.0
2024-07-25 11:17:21,898 - [INFO] date 36, asset 16, trade_value -9675.202599999975...
2024-07-25 11:17:21,898 - [INFO] date 36, asset 19, trade_value -14907.202600000004...
2024-07-25 11:17:21,898 - [INFO] date 36, asset 33, trade_value -8278.20259999999...
2024-07-25 11:17:21,899 - [INFO] date 36, asset 12, trade_value 845.7974000000104
2024-07-25 11:17:21,899 - [INFO] date 36, asset 18, trade_value 3050.7974000000104
2024-07-25 11:17:21,900 - [INFO] date 36, asset 25, trade_value 4484.79740000001
2024-07-25 11:17:21,900 - [INFO] date 36, asset 26, trade_value 2314.7974000000104
2024-07-25 11:17:21,900 - [INFO] date 36, asset 30, trade_value 7984.79740000001
2024-07-25 11:17:21,901 - [INFO] date 36, asset 34, trade_value 8989.79740000001
2024-07-25 11:17:21,901 - [INFO] date 36, asset 38, trade_value 8639.79740000001
2024-07-25 11:17:21,909 - [INFO] date 58, asset 12, trade_value -104904.0...
2024-07-25 11:17:21,909 - [INFO] date 58, asset 16, trade_value -110295.00000000001...
2024-07-25 11:17:21,910 - [INFO] date 58, asset 18, trade_value -5494.619399999996...
2024-07-25 11:17:21,910 - [INFO] date 58, asset 19, trade_value -112035.0...
2024-07-25 11:17:21,910 - [INFO] date 58, asset 25, trade_value -2820.6194000000105...
2024-07-25 11:17:21,910 - [INFO] date 58, asset 26, trade_value -105400.0...
2024-07-25 11:17:21,911 - [INFO] date 58, asset 30, trade_value -107328.0...
2024-07-25 11:17:21,911 - [INFO] date 58, asset 33, trade_value -782.6194000000105...
2024-07-25 11:17:21,911 - [INFO] date 58, asset 34, trade_value -108324.0...
2024-07-25 11:17:21,912 - [INFO] date 58, asset 38, trade_value -106335.0...
2024-07-25 11:17:21,912 - [INFO] date 58, asset 0, trade_value 109833.3806
2024-07-25 11:17:21,912 - [INFO] date 58, asset 2, trade_value 109833.3806
2024-07-25 11:17:21,913 - [INFO] date 58, asset 3, trade_value 109833.3806
2024-07-25 11:17:21,913 - [INFO] date 58, asset 11, trade_value 109833.3806
2024-07-25 11:17:21,913 - [INFO] date 58, asset 20, trade_value 109833.3806
2024-07-25 11:17:21,913 - [INFO] date 58, asset 27, trade_value 109833.3806
2024-07-25 11:17:21,921 - [INFO] date 78, asset 0, trade_value -5809.005449999982...
2024-07-25 11:17:21,922 - [INFO] date 78, asset 2, trade_value -5857.005449999997...
2024-07-25 11:17:21,922 - [INFO] date 78, asset 12, trade_value -2296.0...
2024-07-25 11:17:21,922 - [INFO] date 78, asset 16, trade_value -2481.0...
2024-07-25 11:17:21,923 - [INFO] date 78, asset 18, trade_value -5368.005449999982...
2024-07-25 11:17:21,923 - [INFO] date 78, asset 19, trade_value -3355.0...
2024-07-25 11:17:21,923 - [INFO] date 78, asset 25, trade_value -7363.005449999997...
2024-07-25 11:17:21,923 - [INFO] date 78, asset 26, trade_value -1896.0...
2024-07-25 11:17:21,924 - [INFO] date 78, asset 30, trade_value -1872.0...
2024-07-25 11:17:21,924 - [INFO] date 78, asset 34, trade_value -2456.0...
2024-07-25 11:17:21,924 - [INFO] date 78, asset 38, trade_value -3705.0...
2024-07-25 11:17:21,924 - [INFO] date 78, asset 3, trade_value 8600.994550000018
2024-07-25 11:17:21,925 - [INFO] date 78, asset 5, trade_value 111220.99455000002
2024-07-25 11:17:21,925 - [INFO] date 78, asset 11, trade_value 15600.994550000018
2024-07-25 11:17:21,925 - [INFO] date 78, asset 20, trade_value 6708.994550000032
2024-07-25 11:17:21,925 - [INFO] date 78, asset 27, trade_value 9330.994550000018
2024-07-25 11:17:21,927 - [WARNIG] date 78, asset 33: only have cash of 804.6520000001437, partial traded!
2024-07-25 11:17:21,927 - [INFO] date 78, asset 33, trade_value 804.6520000001437
2024-07-25 11:17:21,934 - [INFO] date 98, asset 2, trade_value -12408.955649999974...
2024-07-25 11:17:21,934 - [INFO] date 98, asset 12, trade_value -1111.0...
2024-07-25 11:17:21,935 - [INFO] date 98, asset 16, trade_value -715.0...
2024-07-25 11:17:21,935 - [INFO] date 98, asset 18, trade_value -3066.9556499999744...
2024-07-25 11:17:21,936 - [INFO] date 98, asset 26, trade_value -585.0...
2024-07-25 11:17:21,936 - [INFO] date 98, asset 27, trade_value -4181.955649999974...
2024-07-25 11:17:21,936 - [INFO] date 98, asset 30, trade_value -598.0...
2024-07-25 11:17:21,937 - [INFO] date 98, asset 33, trade_value -754.9556500000035...
2024-07-25 11:17:21,937 - [INFO] date 98, asset 38, trade_value -699.0...
